video_id,video_title,video_description,published_at,duration,view_count,video_like_count,comment_count,channel_id,channel_title,channel_subscriber_count,channel_video_count,channel_country,greenland_only_reason
bYIj8a0PB7Y,Greenland 1,Just Spectacular Greenland with an icebreaker,2022-06-11T16:49:05Z,476,104,0,0,UCczZsqJFT0Bw84Qp3TGfzZA,hvdkwast,41,54,,title_only_greenland_generic_or_numbers
UKykbo8XAeE,Greenland,,2022-06-13T01:29:13Z,27,12,0,0,UCRVabFyCXgOUMapXkQ_FTQQ,Greenlion Jl76,10,3,,title_only_greenland_generic_or_numbers
bAWjk-GwBa4,Greenland,,2022-06-13T03:20:54Z,18,247,3,0,UCVJVBX_KoyxnEvbxUTQy4Cw,Shon Play,449,62,VN,title_only_greenland_generic_or_numbers
e6CZzFkIgBE,Greenland #shorts,@PAKKALOCALDKOFFICIAL,2022-06-18T03:30:06Z,16,56,19,1,UCIG6EWnqQlw8Uk051HfIKXA,PAKKA LOCAL DK ,1160,490,IN,title_only_greenland_generic_or_numbers
MTpVZXxI5k0,Greenland,,2022-06-19T05:29:05Z,16,31,2,0,UCOgyCZVbDc1eZbvUMzFJD6g,What we want,735,85,,title_only_greenland_generic_or_numbers
qSf_5b2G_5U,Greenland,,2022-06-19T22:38:39Z,49,10,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
gRnzFn9w7OE,Greenland,,2022-06-19T22:41:14Z,97,17,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
wv0YP17ks4s,Greenland,,2022-06-19T22:41:43Z,123,7,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
yvDTrupPT3k,Greenland,,2022-06-19T22:42:29Z,87,8,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
-C0cmMUncZQ,Greenland,,2022-06-19T22:42:57Z,95,9,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
fpVwD5zXf1Q,Greenland,,2022-06-19T22:44:06Z,127,39,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
0ByHL9NO0p8,Greenland,,2022-06-20T21:19:43Z,27,320,10,0,UCocThGKCKxcSiAAAIzx_HVg,Nansaku,42,63,JP,title_only_greenland_generic_or_numbers
KbytrR08iUM,Greenland,,2022-06-20T22:54:11Z,35,12,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
mEibpLi434Y,Greenland,,2022-06-20T22:54:32Z,28,8,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
a2SQt4t2TYo,Greenland,,2022-06-20T22:54:58Z,25,2,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
DL-DXUqK4Mo,Greenland,,2022-06-20T22:55:18Z,176,5,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
zWMv38maRcs,Greenland,,2022-06-20T22:55:41Z,254,9,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
szDkqSSEdkQ,Greenland,,2022-06-20T22:56:02Z,63,3,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
gs7Y_S-OKvA,Greenland,,2022-06-20T22:56:21Z,320,6,1,0,UCfXBKYh0AJ7SO2lhj343ahw,Kert Martma,13,106,,title_only_greenland_generic_or_numbers
ygHfQwQlMzA,#greenland,,2022-06-22T15:24:39Z,23,11,1,0,UC3Q5acHgoZgRH8eIc9cwsuA,Funniestan,9,18,,title_only_greenland_generic_or_numbers
jjBBzRwYwbk,Greenland,,2022-06-22T16:59:03Z,18,55,9,0,UCksvRmZyMeeamLmsGMpngOg,European valleys#Football,1500,685,SE,title_only_greenland_generic_or_numbers
pVvwqaxfOZI,Greenland,,2022-06-25T03:37:45Z,14,180,13,0,UCA3qrevthKcL_uDSBhmhkzg,CanadianPunjab,35,17,,title_only_greenland_generic_or_numbers
vwLZx_xQx5g,Greenland🌳🏞️,,2022-06-30T01:25:23Z,10,1071,70,0,UCMrbmKGckCAkfWB0vopZXtQ,Official Travel,138,34,,title_only_greenland_generic_or_numbers
XHQaGFJfxq4,Greenland,,2022-07-01T01:28:53Z,145,0,0,0,UCECjf52UpRXZdjs3l2vTzWA,Music,26,231,,title_only_greenland_generic_or_numbers
LZqJNZmD17s,GREENLAND ???,,2022-07-02T17:18:22Z,24,93,2,0,UCkq-a5XDCQgROKf3k1CK2cg,PEACE MISSION,8720,258,IN,title_only_greenland_generic_or_numbers
scNBOhgI_o8,GREENLAND..❄,Track: Jarico - Landscape Music Provided by Magic Records Listen To The Original: https://youtu.be/TTvm5hFQeIc Free Download: https://fanlink.to/g3JZ,2022-07-08T13:02:20Z,48,51,13,1,UCY6LyjoAAh2rRrd4kWQCJww,PYK😎✌,178,56,IN,title_only_greenland_generic_or_numbers
zspaSVTbveE,N.Greenland,,2022-07-11T14:36:56Z,6,533,34,2,UCUnntps2pmslsCYc5QrvXYg,Boeing 777,460,228,,title_only_greenland_generic_or_numbers
F0RqVeis2ik,GreenLand 😍,,2022-07-16T05:58:29Z,16,111,6,0,UCAoEglrPhL46ZqyZzuE0MMA,ibe's family,3700,1233,ID,title_only_greenland_generic_or_numbers
_5SyHcENlsI,Greenland,,2022-07-16T09:51:36Z,22,15,4,0,UC2YpTctU-3jQUBikLVNOzxg,Hasty,16,49,,title_only_greenland_generic_or_numbers
SbQyxdL-99Y,greenland,,2022-07-19T17:08:01Z,12,14,0,0,UCOIIixMCiCIqmlzw-_LZihg,HEAVY_Ghost- ☭,368,239,,title_only_greenland_generic_or_numbers
ipO_YkA_uCw,greenland,,2022-07-23T08:40:57Z,7,1596,26,41,UCTeI1Ng0wiJXMfEOQVNL19A,AceIsBack,192,359,,title_only_greenland_generic_or_numbers
2LlF7ApTUYI,#short #share #greenland #,,2022-07-24T02:51:25Z,16,14,1,0,UCGfeSzyKJ6goGI9xLds4q-A,Unique design ,2,6,,title_only_greenland_generic_or_numbers
qzpUJsRgfac,#like #short #share #viral #greenland,,2022-07-24T02:58:37Z,8,22,1,0,UCGfeSzyKJ6goGI9xLds4q-A,Unique design ,2,6,,title_only_greenland_generic_or_numbers
Cd31cg-DhRQ,greenland,,2022-07-24T07:15:45Z,22,7,0,0,UCm4DNXuYaJmV7XB2o1aR2PA,Jazy Ben,4,7,,title_only_greenland_generic_or_numbers
t0e-eALEqmI,@Greenland,,2022-07-25T15:43:29Z,138,13,1,0,UCnu7G9apUJ-UDU_NUS-WJtw,Lyngs verden,11,24,,title_only_greenland_generic_or_numbers
6f5K0zQqfFk,Greenland,"This channel will bring you all kinds of videos. Just stay with us. We will keep you informed of everything like Games, News, Entertainment, History, Fun. Memes Videos clips etc.

Subscribe Our Channel 
https://www.youtube.com/channel/UCJ5R4OlwExDFk9hS2L9LLRA",2022-07-25T19:48:54Z,11,3,0,0,UCJ5R4OlwExDFk9hS2L9LLRA,Coub Official,145,192,RU,title_only_greenland_generic_or_numbers
dPYJEBY04VE,Greenland,,2022-07-26T08:09:13Z,16,4,1,0,UCseaAcVBuBDBEwjOBg1M_Pw,Jagat Sandhu,9,41,,title_only_greenland_generic_or_numbers
zQFEaYfYA28,Greenland🗿👍,,2022-07-28T04:32:23Z,8,51,1,0,UCJ2rh_Kdi9AWyBv-0F0O9VA,Risal_Fbi,21,16,,title_only_greenland_generic_or_numbers
rWKU1_OWCtA,#greenland #youtube 😱,,2022-07-28T18:00:17Z,12,2,1,0,UC-8eSxBUHdP0cR_YX5JJ_9A,Sajid's world,2,1,,title_only_greenland_generic_or_numbers
PL1E3CbtOq0,Greenland￼,,2022-07-29T13:34:06Z,14,1214,43,3,UCxnI7Y-T3H6v2tCGyO5Hu1g,Ch33t02,113,343,US,title_only_greenland_generic_or_numbers
2u2TMeFwJSE,Greenland,,2022-07-30T21:23:33Z,7,257,6,0,UC5FdASkLrIrjNh7EYqbgjMw,Japanese Empire Mapper,3580,480,IT,title_only_greenland_generic_or_numbers
637yuTblqz4,Greenland #shorts,"#tiktok
Tiktok videos
#short
#shortvideo
#greenland
Kashmir
Kashmir video",2022-07-31T18:28:15Z,16,17,4,0,UC_CLEvkh7m0vrj4AT8f76tQ,Hindi Movies Explainer,35,167,,title_only_greenland_generic_or_numbers
5YXQe9LSZHI,Greenland,,2022-08-01T09:46:11Z,14,85,4,0,UCnN4duuCeov6SZ7nuPssnjQ,ShitCity,175,222,,title_only_greenland_generic_or_numbers
M8E25pYObYU,Greenland#shorts,,2022-08-01T20:19:49Z,15,2576,122,5,UCjnvic7Sg0wM_knWhHPvVbQ,Geography Master,199,117,,title_only_greenland_generic_or_numbers
eKARn5FvF9Y,GREENLAND 🇬🇱,,2022-08-03T14:41:47Z,11,139,3,0,UCOIL9y8Rjqwp0WcLqamv3Zw,AntroTerzo👻,561,190,,title_only_greenland_generic_or_numbers
_Nc1Bi-cDec,#greenland,,2022-08-05T05:16:42Z,16,10,2,0,UC2YpL7O6uEP3BJKqQf0JglQ,روحانی روشنی۔              divine spiritual light ,9460,3247,IN,title_only_greenland_generic_or_numbers
miO6Jxm9XEs,Greenland 2,Unbelievable trip to the west cost of Greenland.  Great Inuit culture..Music by Barry Hay........,2022-08-12T19:20:32Z,377,148,1,0,UCczZsqJFT0Bw84Qp3TGfzZA,hvdkwast,41,54,,title_only_greenland_generic_or_numbers
B-G9AzwAR7o,Greenland,Visit to Greenland and Iceland 2022,2022-08-13T18:36:53Z,413,43,1,0,UCvtnGnwnjFZi4MCKISeWRxw,Mike McMahon,7,70,,title_only_greenland_generic_or_numbers
jd20JV6vbX4,Greenland,Video dari Mahrus😊,2022-08-14T07:19:21Z,21,4,0,0,UCEVKX9dCv0lEMd7L177NHTw,sales jayaland,183,51,,title_only_greenland_generic_or_numbers
oflIAZQRD6I,the greenland #greenland,,2022-08-15T03:17:34Z,15,13,,0,UC6281HwTvvhxepyNIRbEGaA,emoji editer boy,2,4,,title_only_greenland_generic_or_numbers
RjMrXDN_ms4,#greenland #shorts,,2022-08-17T13:36:06Z,38,0,0,0,UCPVn9M7Sr5dpihnO1_UNVuw,4NRecorder,34,87,,title_only_greenland_generic_or_numbers
7DJ7p39uCFA,greenlaNd,,2022-08-19T11:10:45Z,26,16,0,0,UCjFTBRO5UYO02dVwZ009MbQ,AJ mystories,32,132,IN,title_only_greenland_generic_or_numbers
Cmpx2UpGC2U,Greenland,,2022-08-19T15:32:58Z,16,28,7,0,UCrGalrW38Zcdk63mxlWSGvg,Sokher Pigeon Loft,459,59,,title_only_greenland_generic_or_numbers
t-1_YHU8edw,Greenland,,2022-08-19T19:32:36Z,16,14,1,0,UC305gQ9YwKIeUwoAO3rwUxg,M.S.KHAN113,2,9,,title_only_greenland_generic_or_numbers
FB1noniNKik,Greenland😄😋🙂😊😍😋💝😘😆😘💋😀💖💝,,2022-08-23T18:52:45Z,10,0,0,0,UCCi1nXBhD7ENtfkSnqZc3AA,Cute Babies,7,33,PK,title_only_greenland_generic_or_numbers
-LjRM6mhQLg,Greenland 🇬🇱,,2022-08-27T11:34:43Z,30,24,1,0,UCIvcbvweAtgKV_VJmJxZE5w,Travel the World,155,212,,title_only_greenland_generic_or_numbers
QdXDYI6KPQA,#greenland,,2022-08-29T13:09:27Z,16,102,4,0,UCAspdhSB9u3oRtzrEE5W73g,Moon space,2,5,,title_only_greenland_generic_or_numbers
yN2s9Q5xzio,Greenland 2017,,2022-08-31T17:03:48Z,347,13,0,0,UCmvNvES4S9FSsj5GFYtnwaA,Henry Raether,0,28,,title_only_greenland_generic_or_numbers
j-ZYhUO93v4,Greenland,This is solution model created during youth program for European ambassadors for Green Deal and Sustainable Development Goals. Funded by project No 2021-1-BG01-KA151-YOU-000004077,2022-08-31T17:28:47Z,174,277,26,0,UCV5-kkuWcqjnIKcp8w3fRvQ,Institute Perspectives,151,108,BG,title_only_greenland_generic_or_numbers
7WplvRz8S6Q,greenland,,2022-09-01T03:10:22Z,45,121,5,1,UCPf4qNV91-yyvecIMi15jmA,jupals@15,5,11,,title_only_greenland_generic_or_numbers
0iRAabIuiPM,GREENLAND,,2022-09-01T17:26:59Z,15,85,27,3,UCoAabS_VBiTuxBETgadj5kg,YT_gauravgupta_98,76,58,,title_only_greenland_generic_or_numbers
1mfHiP873JQ,Greenland,Shorts Greenland,2022-09-03T21:01:21Z,9,9,,0,UCkvrK1GxJwGfj3sYN3nwWZw,Yakig40,75,39,,title_only_greenland_generic_or_numbers
3QmlEOIZA8Q,Greenland ✨,,2022-09-05T10:08:51Z,15,16,1,0,UCbJRqHtw1IwBSR0U8ZoxAnw,TheFoodYouWantToEat,2,7,,title_only_greenland_generic_or_numbers
TxjwlPskx1E,Greenland,"Experience Greenland’s untamed wilderness with the elegant 12-passenger ship M/S Balto, designed to explore the most remote fjord systems, visit isolated Inuit settlements and take you to secret anchorages.",2022-09-07T18:51:47Z,43,285814,74,4,UCdfpiY5miCo2-MslAQkoF2A,PolarQuest,332,9,,title_only_greenland_generic_or_numbers
SVLzXFfgH00,Greenland 2022,A greatest hits of drone footage while on a trekking expedition in Greenland. Footage shot not on Kulusuk Island but in and around areas only reachable by foot and small boat in the summer.,2022-09-09T10:44:23Z,143,96,1,0,UCmDraxuPbxGeNUBM1cLwCkw,Jeff Martin,2120,74,US,title_only_greenland_generic_or_numbers
8OtcBh0uX0A,Greenland 2022,Greenland trip - 12 days in 5 minutes. Crazy!!,2022-09-11T07:21:52Z,334,130,5,0,UClGrQ8jLOyd9231qpY-GK0w,Uri Melzer,1,17,,title_only_greenland_generic_or_numbers
iqGDAhJu_QM,Greenland,#shorts #nature #element,2022-09-13T02:00:09Z,15,2,0,0,UCdx1UyXGOb0GqkPwa2p8qdw,Terribly beautiful Earth,0,21,,title_only_greenland_generic_or_numbers
2ZRGS3_8sAw,2022 Greenland,"Greenland roundtrip
Nuuk, Wales, Glacier, Iceberg and much more

I´m not the owner of music, pictures and logos which are used in film.",2022-09-13T10:35:24Z,2187,279,5,0,UCHU43K76MnaDFwHGj2sPvgA,Gert Duhne,898,17,,title_only_greenland_generic_or_numbers
5ULv-1BCT2I,Greenland,,2022-09-13T21:47:06Z,17,12,3,,UC5tS7KJ0Vm7P8jHhO4gd7NA,Ian’s Universe,39,23,,title_only_greenland_generic_or_numbers
yb-zV3zE1ns,Greenland 🇬🇱 🐋,"We're glad you enjoyed the video! It would mean a lot if you smashed the like button, click the subscribe button, and follow us on social media :)
---------------------------------------------------------------------------------------------------------
Social Links
Instagram: https://www.instagram.com/hotspottraveling/
TikTok: https://www.tiktok.com/@hotspottraveling
Pinterest: https://www.pinterest.com/HotspotTraveling/
Our Travel Blog: https://hotspottraveling.com/travel-blog/
For the best hotel bookings, flights, car rentals, and more visit: https://hotspottraveling.com/
---------------------------------------------------------------------------------------------------------








***** TAGS *****
Travel, Travel Tips, luxury travel, budget travel, top 10, hiking, nature, travel vlog, camping, roadtrip, vacation, new york, las vegas, italy, colombia, exotic locations
*****************",2022-09-19T21:57:04Z,15,13,1,0,UCrbO2r9qjSoENEI5I8UCFBw,Best Travel Shorts,117,145,,title_only_greenland_generic_or_numbers
uxDBxjvYun8,Greenland,"This short video is about the land of Greenland shared by qsgreenland

#GIS #RemoteSensing
Background Music 

Facebook - https://www.facebook.com/HopeMapping/
Telegram - https://t.me/GeoVizPlus",2022-09-28T17:00:27Z,22,5587,133,3,UCiiN54cZegIy2ojJn696v8w,GeoViz Plus,4310,50,GB,title_only_greenland_generic_or_numbers
52fC9G9_wMs,Greenland 2022,"Gritt og Flemmings tur til Grønland, September 2022",2022-10-02T20:19:46Z,218,652,10,1,UC2YMMGXhvrY3EwJWrrMWKnA,Flemming Fog,8,12,,title_only_greenland_generic_or_numbers
HEH3RwIqxEw,#greenland,,2022-10-05T11:24:07Z,34,9,1,0,UCf_1eM-Yl3qPv_0G5H2Isqg,Sorri,455,186,,title_only_greenland_generic_or_numbers
cttGJbP7USg,Greenland,,2022-10-08T00:27:22Z,26,19,0,0,UC-muhyUMYwuJBX57Hj4lLWA,Amb Destinació,37,40,,title_only_greenland_generic_or_numbers
GdnLxF2LCeM,Greenland 2022,"My plans were to hike the Arctic Circle Trail. However, my equipment didn’t arrive, so I had to return home after a few days in Kangerlussuaq. Nevertheless, I enjoyed my stay in this beautifully wild nature and I look forward to returning to Greenland next summer. 
Enjoy this teaser of the wild arctic nature Greenland has to offer.",2022-10-08T16:50:28Z,469,71,6,1,UCKC6yVBnURue8hmk4b6TY4w,Manuel Meinen,10,5,,title_only_greenland_generic_or_numbers
fYu3b7C72Ss,Greenland #greenland#shorts #youtubeshorts #ytshorts,,2022-10-11T04:12:04Z,16,90,2,0,UCla2Bc_1v_aKjWQej1GAPGA,cam jrk,1260,931,IN,title_only_greenland_generic_or_numbers
qp4S1Eg_lps,Greenland,"Provided to YouTube by TuneCore

Greenland · Kids Learning Tube

Countries and Us States 2020

℗ 2022 Kids Learning Tube

Released on: 2022-09-06

Auto-generated by YouTube.",2022-10-12T06:43:21Z,193,5776,25,0,UC4c35j8wxClp0clpQ47lw_Q,Kids Learning Tube - Topic,45600,289,,title_only_greenland_generic_or_numbers
Al3X_YD7NbM,Greenland,,2022-10-17T09:43:09Z,15,80,5,0,UCRPfftABb9bkRxck7v05ohQ,Shas magic World,254,213,,title_only_greenland_generic_or_numbers
SWk7UKvu2yI,Greenland,"Provided to YouTube by TuneCore

Greenland · AiDave

Piano Solo

℗ 2022 AiDave

Released on: 2022-10-12

Auto-generated by YouTube.",2022-10-17T18:17:46Z,299,11,0,0,UCdtGt6KSTsNt5uKKRP9vqlw,AiDave - Topic,46,353,,title_only_greenland_generic_or_numbers
A0jUkkdW4y8,Greenland,,2022-10-18T22:24:33Z,12,9,0,1,UC8jm-Tgqg14Q4P8PtXP5-1Q,Mrang_Gamingyt,11,10,,title_only_greenland_generic_or_numbers
8fia8RRfv00,greenland 😜✨,Document from Jarvis Rider,2022-10-19T01:58:36Z,21,216,24,0,UCi0hyPVG8csr3ERdIEvmdcA,Saran Jarvis ,757,486,,title_only_greenland_generic_or_numbers
2U9KpX9KZkI,Greenland | 4K,"A compilation of my trip to South Greenland in July 2022. 

Music: Wilderness by Lights & Motion; Hoppípolla by Sigur Rós",2022-10-19T07:00:12Z,346,46,0,0,UCI0cAFqseJrD_Zrs238GqaQ,Peter Gray,20,28,AU,title_only_greenland_generic_or_numbers
tjrrOXoinN4,#shorts #greenland,,2022-10-21T14:58:02Z,16,1738,14,0,UCiyJKPhbqsA2O4cBB01FQYA,quickwitbilgi,914,161,,title_only_greenland_generic_or_numbers
MqzE24Ohego,Greenland,,2022-10-22T18:39:53Z,6,398,7,0,UCI33lAjoqqv-nX9nbLfJvGg,Distaps,4770,1900,,title_only_greenland_generic_or_numbers
3UnpPv6T8eY,Greenland,ITS AMAZING,2022-10-23T20:36:37Z,15,69,10,0,UC7mk0QqTd-60EfqPaiIBY4A,ALIEV UZ,139,107,AU,title_only_greenland_generic_or_numbers
XJlj57m0aIc,Greenland 2022,,2022-10-27T00:56:57Z,373,1337,23,5,UC8y2lzS_snBnt1D3-ACUjXQ,Jason Troyer,15,4,,title_only_greenland_generic_or_numbers
3CeKJdqIHjA,Greenland 2022 0,Trippin off Samui Island to the Artic Circle @boatbarsamui3062,2022-10-27T03:45:39Z,1057,249,9,2,UCJMt7l6XM1wlcl-Z4H8swVA,BOATBARSAMUI,9,8,TH,title_only_greenland_date
LLFmwF4ekbM,Greenland. Part 3,"#facts #greenland #geography #interestingfacts #denmark 

Greenland, as a constituent country with its own government and parliament, is a part of the Kingdom of Denmark, whose citizens Greenlanders became in 1953.

Greenland. Part 1. https://youtu.be/70CoGxWrmoI
Greenland. Part 2. https://youtu.be/l66M86who1k",2022-10-30T12:00:10Z,23,10,3,0,UCK0av2D054lFAbgTfog8Pkg,Frango_en,168,521,UA,title_only_greenland_generic_or_numbers
NyA7sWGDgUA,GreenLand,,2022-11-03T23:28:34Z,40,36,0,0,UCnn-59NizMsvZXnUZwA5LuA,Controller heck,3,4,,title_only_greenland_generic_or_numbers
kXx5ZWuQ0LU,Greenland !,"Firefox Cyclone 
Greenland
Fabio Winner",2022-11-08T06:01:29Z,16,77,13,0,UC22cdX_41xA5fGW32KrdaqQ,Shaurya Pandit,193,30,,title_only_greenland_generic_or_numbers
qITQ-ef-1Yg,Greenland 01 4K,Screen Saver,2022-11-09T18:19:57Z,601,79,1,0,UCcgHQfFNp0_Fe5JXXyE5v-Q,Kenneth Pedersen,568,169,DK,title_only_greenland_generic_or_numbers
v7KInp4AlEU,Greenland 02 4K,Screen Saver,2022-11-09T18:20:05Z,289,117,3,0,UCcgHQfFNp0_Fe5JXXyE5v-Q,Kenneth Pedersen,568,169,DK,title_only_greenland_generic_or_numbers
Tkjo8beoIwI,Greenland 03 4K,Screen Saver,2022-11-09T18:20:14Z,601,99,2,2,UCcgHQfFNp0_Fe5JXXyE5v-Q,Kenneth Pedersen,568,169,DK,title_only_greenland_generic_or_numbers
tQ6vh_h--FE,#greenland,,2022-11-09T20:06:32Z,16,138,2,0,UCZCbg0F8fHmNVdQ0W6feruQ,COPE TONK (Raysoart),437,209,ID,title_only_greenland_generic_or_numbers
L2Mp5MCf6X4,Greenland July 2021,,2022-11-10T11:16:50Z,29,1,0,0,UCnllOTQcvDetJis21TJ0Y7g,Jim Reagen,0,18,,title_only_greenland_month_year
MEmhyjOr91A,#greenland,,2022-11-15T10:14:11Z,13,1,0,0,UCL0ad6woFIZUbEx4SYj1mWA,escape planners,12,16,,title_only_greenland_generic_or_numbers
Xzewy8Y-pfA,2022 Greenland,"Our adventure to Iceland, Greenland and the Orkney Isles.",2022-11-18T11:43:44Z,1800,34,2,0,UCBHhtkdo4t8coiAWF3OaJJQ,David Palmer,9,43,,title_only_greenland_generic_or_numbers
prRX5qoPexU,greenland,,2022-11-26T13:06:20Z,15,6,,0,UCvD0jUBRmzUOPMqk0dSJH3w,Geografia Życiem Bartka,146,224,,title_only_greenland_generic_or_numbers
gV6fBINRuQY,Greenland,,2022-11-30T00:33:15Z,16,0,0,0,UCRB_LhyrH5iwjBx1z1IIh-Q,peluang alam,74,424,ID,title_only_greenland_generic_or_numbers
GURCXsCH1TY,Greenland,,2022-12-02T01:22:21Z,13,4,2,0,UCd5ybr6L3cFWJfq_v3RGFOA,Ramkripal Raj:★★,206,268,,title_only_greenland_generic_or_numbers
xPjLfm5fxMA,GREENLAND,"Put out to sea with @withluke to witness ice shards floating along the coast of Greenland! 🌊🧊 Aren’t the scale of these icebergs incredible?! For the largest collection of icebergs in Greenland, you’ll need to head over to Ilulissat Icefjord. 🇬🇱

Have you seen anything like this? 😮

📽 @withluke
📍 Greenland
🎶 Hans Zimmer - Cornfield Chase




america's got talent, american idiot, american pie, american dreams, american sniper, american idol, american football, american psycho, america's got talent magic, america",2022-12-02T14:22:07Z,12,43,5,0,UCFN4bQlVU4THLc50TIY1AZg,beautiful scenery,1270,308,ID,title_only_greenland_generic_or_numbers
cG3NjNZCd-0,#shorts #greenland,,2022-12-02T19:36:33Z,51,35,2,0,UCp-apwBTbWW4h75YeiuDgGw,Lifeblogs,274,346,,title_only_greenland_generic_or_numbers
H6Hs73WySAQ,Greenland,,2022-12-05T12:27:10Z,9,305,23,0,UCQuZKC0_ncqgHH1nRg2VqwA,Kabir's Journey,542,603,BD,title_only_greenland_generic_or_numbers
5PWwlJHuPdk,Greenland (Live,"Provided to YouTube by Symphonic Distribution

Greenland (Live) · Emancipator

Baralku Tour

℗ 2019 Loci Records

Released on: 2019-12-13

Producer: Emancipator
Writer: Douglas Appling

Auto-generated by YouTube.",2022-12-09T17:20:14Z,163,5398,62,1,UChNB35QmqX81vSbDXDR3i4w,Emancipator - Topic,14100,296,,title_only_greenland_generic_or_numbers
nXt0ZTxd394,Greenland,,2022-12-10T15:20:02Z,14,14,9,0,UCmFzNSvSmNxPM3LDCI0qlUA,world,140,123,,title_only_greenland_generic_or_numbers
QOjfMGFRijg,Greenland🇬🇱,,2022-12-12T08:00:44Z,59,691,32,0,UClNxnNMcCdKeH9jSp39aXIA,The Ukrainian Ball,3440,252,,title_only_greenland_generic_or_numbers
wLODsAEhazo,Greenland🇬🇱 #shorts,,2022-12-15T02:31:06Z,16,14,7,0,UCPrfcJkB5-Vl1ANakoGXX1g,ROMAN REIGNS 100M,137,29,IN,title_only_greenland_generic_or_numbers
R7qROBOAZ64,Greenland 🇬🇱,,2022-12-17T20:04:05Z,15,2,1,0,UCX7CSL7l8rNqcuA97sDaUGw,Look & Сhoose,93,367,,title_only_greenland_generic_or_numbers
1IumybNUCBc,Greenland 💚💗😎 #shorts,"#shorts 
#feelpositivity 
#viralshorts 
#shortsvideo",2022-12-19T02:08:03Z,9,1230,40,0,UCx_3LaQ1_vxpOLi_HvBkNrA,Feel positivity,139,458,IN,title_only_greenland_generic_or_numbers
Smr48AVYBXI,GREENLAND 👍❤️,,2022-12-21T07:26:54Z,39,871,18,0,UCnkem7743Wm3DvF3eOE7-Ig,Zenik TV,71800,16533,ID,title_only_greenland_generic_or_numbers
uKm0Wkb60Z8,Greenland,"#nishathtahseenvlogs,#greenery,natureshorts,",2022-12-22T05:42:58Z,6,867,23,0,UCCefDXNcIun2qu7j6zLIavw,Nishath Tahseen vlogs,339,318,,title_only_greenland_generic_or_numbers
ajcsnPmQE3I,greenland,#green,2022-12-23T14:48:26Z,237,3,1,0,UCS1DJfx_lLlmgIkRh7MnTrA,Adorable Family 2,193,80,GB,title_only_greenland_generic_or_numbers
ZLh_fwAhPws,Greenland 🇬🇱,#lipcolorchallenge #greenland #lips #lipgloss #makeupchallenge,2022-12-23T19:52:02Z,14,85490,,218,UCSblv0o_Ud1yocGrOYsV27w,Nadine Manariyo,116000,227,GB,title_only_greenland_generic_or_numbers
CcEkJCgoabo,greenland,,2022-12-26T04:51:35Z,14,9,8,0,UCcAE75ViW7uYAgxk4qIzA0w,warisha ,34,25,,title_only_greenland_generic_or_numbers
tAp6MnS8dws,Greenland,,2022-12-27T05:16:17Z,20,175,17,0,UCT8iMEJnMsUE2GY_LLQBXnw,Vania Iurco,4930,524,,title_only_greenland_generic_or_numbers
tujejLg3Up0,Greenland,,2022-12-27T07:32:58Z,27,45,6,0,UCA4EbRo9K3BJbQBv5t5PwGA,truck lover,56,53,,title_only_greenland_generic_or_numbers
NX2ADtH0_0U,@ Greenland,"green,nature,land westjava, indonesia",2022-12-30T10:11:24Z,7,2,0,0,UCjTQtK-a89RStENBkHhVbnA,asepuushandayana,92,306,,title_only_greenland_generic_or_numbers
e39NWqIz5AY,Greenland,,2023-01-09T21:26:18Z,9,1679,19,0,UCoIdRVTyY2p-ZeYHEmMLXMA,kez,145,145,DK,title_only_greenland_generic_or_numbers
rW2RFk68yWQ,Greenland,"inspired by me.





tags:
#shorts 
#subscribe 
#shortsfeed 
#phonk 
#short 
#shortsvideo 
#song 
#edits 
#trollmemes",2023-01-10T11:00:34Z,10,42,3,0,UCvpowkb3R841l-FBhJNKQ3g,COMPARISONATION,108,56,IN,title_only_greenland_generic_or_numbers
fKWlEgARW4I,#shorts #greenland,,2023-01-16T07:57:16Z,16,2,,0,UCtX9e3F0FotUSY_dikvyU-g,Fast World,300,7,IN,title_only_greenland_generic_or_numbers
